image,base_caption,lora_caption,given_caption
200771289_31902164a7.jpg,two men wearing vests,Two men in black vests are walking .,Men wearing sunglasses with their backs turned to the camera .
2009636597_e3f4fe19fb.jpg,a man sitting on the ground playing a guitar,A man smokes a cigarette while playing a red guitar .,A guy outside playing a guitar and smoking a cigarette .
2021613437_d99731f986.jpg,a young boy playing basketball in a gymnasium,A boy dribbles a basketball in a gymnasium .,A boy dribbles a basketball in the gymnasium .
203114209_e4cd71a6b7.jpg,a woman in a red shirt,A girl in a red shirt is riding a water skier .,A girl falling off a yellow and blue water tube .
2038662925_f4fa8c2534.jpg,a man and a woman sitting on a bench,A man and a woman wearing helmets sit on a park bench .,a couple wearing black vike helmets sitting on a bench together
2041867793_552819a40b.jpg,a child wearing a mask at a restaurant,A child wearing a mask sits at a table with a plate of food .,A child sitting at a restaurant table holding a paper mask against his face .
2049051050_20359a434a.jpg,a woman sitting on a rock,A woman in a black coat and hat is sitting on a rock .,A girl in a black jacket and hat is covered in a pink blanket
2052953131_30834196fb.jpg,snow on the ground,A man in a red jacket is climbing a snowy mountain .,A person in a black and red jacket walking up a snowy mountain .
2053733930_e245615ad4.jpg,snow on the ground,A pair of skis and poles sit on a snowy slope .,Mountain climbing gear on a mountain
2054869561_ff723e9eab.jpg,a black and white dog chasing a pink frisbee,A black and white dog chasing a pink Frisbee .,A black and white dog chases a pink Frisbee .
205682549_713aa6cd88.jpg,a person standing on top of a mountain with their arms outstretched,A man in a red shirt is standing on top of a rocky mountain .,A hiker standing on a bluff high in the mountains .
2057160636_6e9cf3b5f0.jpg,a man in a red kayak paddles down a river,A man in a red kayak paddles down a river with mountains in the background .,A man paddling in water .
2058091220_2087270068.jpg,a person flying a paraglider over a sandy beach,A man in a purple parachute is flying over a sandy beach .,a man parachutes into the desert .
2059616165_b7c99c1009.jpg,a black dog laying in the grass,A black dog is laying in the grass .,A black dog .
2060031241_a3ae7a06bb.jpg,a baby is playing with a video game controller,A baby in a striped shirt and red pants is playing video games .,A baby holds a game control above its head and laughs .
2061144717_5b3a1864f0.jpg,a man and a woman standing in front of some steps,A man and a woman are standing in front of some steps .,A man and child stand at the bottom of an outdoor staircase near benches .
2061354254_faa5bd294b.jpg,a man holding a bat,A boy in a white shirt and red shorts is swinging on a rope .,A boy hangs from a t-bar while a man gives him a push .
2061927950_dafba5b8a3.jpg,a man and a woman sitting on steps,A man and a woman are sitting on steps with a baby .,a couple with a young child wrapped in a blanket sitting on a concrete step
2061944672_0383e65c8a.jpg,a group of people walking on a sidewalk,A group of people walking down a path .,Adults and children stand and play in front of steps near a wooded area .
2064790732_219e52e19c.jpg,a young boy is walking down the street with a frisbee in his hand,A boy in shorts is running in a crowd .,A boy without a shirt is running in the street while several people stand behind him .
2073105823_6dacade004.jpg,a person riding a skateboard down a set of stairs,A boy on a skateboard does a trick on a set of stairs .,A man in a black hoodie and jeans skateboards down a railing .
2073964624_52da3a0fc4.jpg,a woman riding a bike,A girl in a pink hat is riding a bike .,A woman in a pink hat and a navy blue coat riding a bicycle .
2075321027_c8fcbaf581.jpg,a man riding a bike down a street,A man in a black beret rides his bike .,A man in a beret rides a bicycle down the street .
2077079696_03380d218b.jpg,a man on top of a mountain holding a ski pole,A man in a blue shirt is standing on a rocky hill .,A hiker makes his way downhill .
2078311270_f01c9eaf4c.jpg,two women walking down the street,Two women are walking down the street .,Two ladies walking on the sidewalk talking to each other .
2081679622_6f1442367d.jpg,a boy jumping on a couch,A boy in pajamas jumps on a red couch .,A boy in grey pajamas is jumping on the couch .
2083434441_a93bc6306b.jpg,an older woman riding a bicycle down the street,A woman in a brown coat is riding a bike .,an elderly woman is riding a bicycle in the city as a yellow taxi is about to pass by .
2084217208_7bd9bc85e5.jpg,a woman riding a bike,A woman in a blue jacket is riding a bike .,"A person in a blue jacket , wearing a bicycle helmet is riding a bike"
2085557551_7a88d01d4e.jpg,a woman holding a knife and a spatula,A boy in a brown sweater is holding two metal utensils .,A boy holding kitchen utensils and making a threatening face
2086513494_dbbcb583e7.jpg,a woman taking a picture,A girl in a white coat is taking a picture with a camera .,A girl in a white coat takes pictures .
2087317114_cf06df5aa5.jpg,a man in a kayak on a river,A man in a yellow jacket is sitting in a green kayak .,A Mani is kayaking down some calmer rapids .
2089426086_7acc98a3a8.jpg,a woman standing next to a pole holding a cake,A girl in a hoodie is holding a cake .,A girl in a hooded jacket presents a cake with candles .
2090339522_d30d2436f9.jpg,a man wearing a hat,A man in a green hat is taking a selfie .,A man in a green hat is someplace up high .
2090387793_274ab4cf7d.jpg,a young man walking down the street holding hands with another person,A boy in a black jacket and black hat holding a girl 's hand .,A boy wearing black walks down the street with his hands in fists .
2090545563_a4e66ec76b.jpg,two children riding on a skateboard,A boy and a girl are pulling a sled down a sidewalk .,the boy laying face down on a skateboard is being pushed along the ground by another boy .
2090997177_76d482b158.jpg,a black dog running across a sandy beach,A black dog is running on a beach .,A black dog bounds across the sand .
2092177624_13ab757e8b.jpg,a young boy in a green shirt is jumping over a wall,A boy in a green shirt is running on a cement wall .,A boy in african clothing runs across a concrete wall .
2094323311_27d58b1513.jpg,a dog licking a man's face,A brown dog is licking a man 's face .,A dog places his head on a man 's face .
2095444126_201ff9f222.jpg,a black and white dog standing on a wet sidewalk,A black and white dog is standing on a wet sidewalk .,A dog is shaking off water .
2096771662_984441d20d.jpg,two men looking through binoculars on a beach,A man in a black jacket is holding a pair of binoculars .,a man looks through his binoculars while another man holds a drink .
2097403787_77a154f5b9.jpg,a man standing in front of a mountain with a glacier in the background,A man in a green jacket stands in front of a snowy mountain .,a lone person standing on some rocks with large snowy mountains in the background .
2097489021_ca1b9f5c3b.jpg,a little girl in a tutu and fairy wings holding a wand,A little girl dressed as a fairy is holding a wand .,A girl in a ballet fairy costume is touched by a wand .
2099323664_bb20457f26.jpg,a dog is jumping up in the air to catch a frisbee,A brown and black and white dog is jumping up on the ground .,a dog jumps onto the sidewalk .
2100046085_69b59b6645.jpg,two dogs drinking water from a lake,A white dog is drinking from the water .,Two dogs drink water in a lake .
2100735137_05c6079537.jpg,a young boy is playing with a toy on the street,A boy in a blue shirt is balancing on a pink and blue toy .,A little boy jumps on a toy air gun .
2100816230_ff866fb352.jpg,a person on skis doing a trick in the air,A man in a yellow jacket is skiing down a hill with a full moon in the background .,A man in yellow jumps with his skis .
210126070_0d43b300b9.jpg,a man doing a trick on a trampoline,A boy is doing a trick on a trampoline .,A boy is being watched as he leaps up in the air on a trampoline .
2101457132_69c950bc45.jpg,the dog is black,A black dog jumps into the water .,A black dog is leaping into a creek .
2102360862_264452db8e.jpg,a man taking a picture of another man on the beach,A man is taking a picture of another man standing on the beach .,A man on the beach is taking a picture of another man .
2103568100_5d018c495b.jpg,a white dog is wading in a body of water,A white dog is wading in a pond .,A dog in some water enclosed by rocky ledge .
2105756457_a100d8434e.jpg,a couple of boys playing a game on a table,Two boys play a game of ping pong .,Two children standing under an awning .
2106772874_381824648b.jpg,the dog is white,A white dog is biting a brown dog .,A brown and black dog and a white dog are wrestling on the carpet .
2107838729_a527e434bd.jpg,a young boy throwing a frisbee in front of a river,A boy in a blue shirt is standing in front of a river with a castle in the background .,A boy in a blue shirt and white pants stands on the edge of a lake in a town with a church in the background .
2109370875_05241bdda7.jpg,a woman taking a picture in the snow,A woman in a hat takes a picture in the snow .,A person wearing a blue hat takes a photo in the snow .
2112921744_92bf706805.jpg,the sun is shining on the mountain,A white dog is walking down a grassy hillside .,A dog on a green hillside .
211295363_49010ca38d.jpg,two boats in the water,A couple of boats on the water with a city in the background .,A few boats ride in the water in front of a city skyline .
2115620856_4fa5025ac6.jpg,this is a city street,A man on a bike is crossing the street in front of a mountain .,A car is driving towards a green mountain .
2120383553_5825333a3f.jpg,a little girl playing with an orange,A girl in a green shirt and green skirt is playing with a red balloon .,A girl wrings out a wet shirt .
